review,sentiment
"Now this is a real turkey by the overrated director Franco, who gave us such classics as ""Las Vampiras/Vampyros Lesbos"". Yes, I think that bad films can be great fun. I adore the hilarious howlers of Doris Wishman, Dwain Esper and Ed Wood jr., but this one proved to be too much for me. It is the first film I rated 1. Where should I start? The screenplay is idiotic to the utmost. The dialogue is unbelievably bad. The directing seems to be nonexistent. The best music cue (used repeatedly in this film) was taken directly from the movie ""Der Hexer"" (1964). And it's BORING! Poor Shirley Eaton and George Sanders! In one shot Sanders reads a Popeye comic while his henchman torture a girl (this aspect is probably the intellectual highlight of this movie). The only thing that baffled me was that Franco promptly showed female nudity whenever I thought the movie would gain from it - this is real directing skill! Still, I'm afraid that a movie in which actors pretend to shoot with machine guns by shaking them is not really worthwhile.",negative
"A pale shadow of a great musical, this movie suffers from the fact that the director, Richard Attenborough, completely misses the point of the musical, needlessly ""opens"" it up, and muddies the thrust of the play. The show is about a group of dancers auditioning for a job in a B'way musical and examines their drive & desire to work in this demanding and not-always-rewarding line of work. Attenborough gives us a fresh-faced cast of hopefuls, assuming that they are trying to get their ""big break"" in show business, rather than presenting the grittier mix of characters created on stage as a group of working ""gypsies"" living show to show, along with a couple of newcomers. The film has one advantage over the play and that is the opening scene, showing the size of the original audition and the true scale of shrinkage down to the 16/17 on the line (depending on how you count Cassie, who is stupidly kept out of the line in the movie). Anyone who can catch a local civic light opera production of the play will have a much richer experience than seeing this poorly-conceived film.",negative
"Capt. Gallagher (Lemmon) and flight attendant Eve Clayton (Vaccaro) are a supposedly hot item in this death trip; a luxury 747 airliner decked out to look like a nightclub-slash-hotel there's even a blind piano player who falls in love. Karen Wallace (Grant) is the hysterical b!$3& who'll do anything to get attention from henpecked husband Martin (Christopher Lee) and, later, the rest of the people on board.<br /><br />Memorable Moments: Boeing 747 doing a belly flop in the Atlantic Ocean, Karen getting her chops busted when she goes too far, and furniture (and screaming people) who become 'ball bearings' in a sinking 'pinball machine.'<br /><br />The action and rescue sequences here are relatively phenomenal, but not much goes on in between. Hitchcock was supposed to have directed this sequel, but I forget the reason why not He would've done wonders for the 1970 original, on which this sequel is partly inspired ('77 also got inspiration from `The Flight of the Phoenix'). <br /><br />Actors Cotten and de Havilland reunite from their days on `Hush, Hush, Sweet Charlotte' (apparently here they are not playing heavies, just reunited Autumn Years' lovers). And isn't the actress playing Emily's companion the same one who played the hammered-to-death maid on `Whatever Happened to Baby Jane?'<br /><br />TV actors include the girlfriend from `Mayberry RFD' (her character's daughter wins a drawing contest, or something lame like that), `Buck Rogers' Gil Gerard and `Dynasty's' Pamela Bellwood.<br /><br />",negative
"The orders fatal flaw-besides an asinine plot-is that the character's simply don't resonate or even react.<br /><br />Two examples: A priest, walking through a graveyard late at night, is suddenly attacked by ghostly spirits. After fighting them off, he calmly resumes his walk when his buddy come up. ""Anything wrong?"" His buddy asks, having seen the attack. ""Just some demonic spirits-nothing I couldn't handle."" No reaction, no surprise, just like he'd changed a tire. His buddy is equally unconcerned... must be standard priest training... [""And then you put the wafer into their mouths. Any questions? Ok, moving on, Demon Spirit attacks...""]<br /><br />Example two: At one point the priests need an answer to a question, and only a demon (or something, who cared by now) could provide it. How? Why, you have to ask a dying man! So the demon has some random person hung in front of the two priests so they can ask their question to the thrashing, gasping man. ""Hey, don't kill him!"" or maybe ""That's not nice!"" would have been more realistic then their response. They never ask that they let the man go or stop-in fact, the closest to reacting they get is mild annoyance. They ask their question and go.<br /><br />I had to shut it off at that point-my brain was starting to atrophy.<br /><br />Avoid<br /><br />* / **** (one star out of four)<br /><br />",negative
"The first point that calls the attention in ""For Ever Mozart"" is the absence of a plot summary in IMDb. The explanation is simple since there is no story, screenplay, plot or whatever might recall the minimum structure of a movie. Jean-Luc Godard is one of the most overrated and pretentious directors of the cinema industry and this pointless crap is among his most hermetic films. I believe that neither himself has understood what is this story about; but there are intellectuals that elucubrate to justify or explain this messy movie, and it is funny to read their reviews. <br /><br />My vote is one.<br /><br />Title (Brazil): ""Para Sempre Mozart"" (""Forever Mozart"")",negative
"I found the pace to be glacial and the original story blown way out of proportion to the content. My wife slept through most of it and I did not try to wake her because I felt she was not missing anything.<br /><br />When Holmes and Watson enter the house and then are potentially caught, it is unclear how they could hide all of their entry and burglary tools so quickly. It is also unclear how the door to the study is locked, preventing the servants from getting in.<br /><br />The thing that puzzled me was right at the end when there was a glint in the eye of the broken statute. I have no clue what this was supposed to represent.",negative
"I've watched this movie, after having seen the original ""Spoorloos"" a few times, in anticipation of the chilling ending.<br /><br />I can't even begin to explain the anger and disappointment that I experienced when the ending came, and went, and the movie continued to have a happy ending. What a waste of time it was watching this US remake...<br /><br />If you have a choice, please skip ""The Vanishing"" and watch the Dutch original ""Spoorloos"". The suspense is very well built-up. You feel the frustration of Rex, in search of any trace of what might have happened to his girlfriend Saskia, after she entered a gas-station and never returned to his car. The search takes him three years, and when he finally gets in touch with the person who knows the truth about what happened to Saskia, he must agree to undergo the same thing that Saskia has undergone. The ending leaves you speechless in your chair....",negative
"Dear Mr Dante, <br /><br />Dude, seriously... the title of the show is ""Masters of Horror"". And be that as it may, it is supposed to be an opportunity to show of your horror chops, to show the world why you deserve to be called a ""master"" of the genre. Appearantly you misunderstood the exercise. Appearantly you thought it was your opportunity (or worse, your duty) to educate the American public on your political beliefs. And your attempt comes off as disgusting, overbearing, and above all preachy.<br /><br />The only reason ANYONE marked your short as a high score is because their political views match yours and they are the type of people that don't mind having that sort of politics shoved down their throat.<br /><br />I, on the other hand, don't give a damn what you believe, they believe, or I believe... I just want such obvious (not subtle) and unfunny (not satire) messages out of my horror. And while there were certainly other ""Masters of Horror"" that were big time disappointments or where I was just generally confused why that director (william malone?) would be considered a genre ""master""... yours fails far beyond the rest for just missing the entire point of the series.<br /><br />So next time... can you please just keep your preachy politics to yourself?",negative
"The Ladies Man is a funny movie. There's not much thought behind it, but what do you expect from an SNL movie? It's actually better than most SNL movies (i.e. Superstar or A Night At The Roxbury) Tim Meadows and Will Ferrell were both very funny. Chris Parnell was also funny in his short scene (one of the funnier ones in the movie). Other than that, the rest of the cast is average and is just there to support Meadows. I've definitely seen funnier movies, but I've seen dumber ones too. Again, it's not exactly a deep movie, but it's good for a few laughs. It was funnier as a skit though. But still, if you're looking for a pretty funny movie, I'd recommend this one. Just don't think about it too much, or you'll hate it.<br /><br />Rating: 6/10",negative
"The title song for this movie ...........is the greatest free spirited ballad ever written! ! ! ! ! ! ! ! ! <br /><br />I first saw this movie back in 1978-79 when I first subscribed to cable. In 1979 cable was just starting to become common place in homes. (or at least that when it was becoming common here in Missouri).<br /><br />This might very well be the first movie I ever watched on the pay channel called ""The Movie Channel"" - which was called ""The Star Channel"" back then, they changed the name to ""The Movie Channel"" in the early 1980's........I received a free month of ""The Star Channel"" with my new cable subscription. ""The Van"" was one of the movies that was in heavy rotation on that network at that time.<br /><br />I remember watching this movie back then, and thinking it was a typical teen flick(along the same lines as other medium budget teen flicks) ...the ones where the plot revolves around nudity and parties.<br /><br />I totally forgot that this movie even existed until I recently seen this movie again after having not seeing it for decades( I found a copy of it on DVD for sale in cheap bin) I recognized it, and bought it for a mere $4.99.<br /><br />Seems like I had remembered this film being much better that it was(is). However watching it back then was a different experience than watching now(30+ years later).<br /><br />It was fun to see the kids listing to rock n roll music, smoking weed, and having sex in the back a fancy van(often all at the same time). This is what a good teen party movie should be.<br /><br />There isn't much of a plot other than the fact that the main character fantasizes about having sex with his arch rivals good looking girlfriend ...he blows all of his college savings money to purchase a tricked out Dodge Van(with shag carpet walls . mirrored ceiling and a water bed in it)to get her attention, and he eventually gets to have sex with her. But his arch rival finds out and comes looking for him (so that the two of them can settle their differences by drag racing their vans)....he and his arch rival end up wrecking both of their vans, and instead of stealing away his arch rivals girlfriend, he wins over the heart of a preppy(lesser attractive) girl that he half/ass dates through most of the movie and he decides he is happier/better off and the movie ends.<br /><br />the movie does have it's funny moments. But watching this movie 30+ years later, it becomes more of a trip down memory lane. Because I still can remember Pizza parlors, pinball arcades, It also brought back memories of cruising around a small town while we smoked pot as we would yell at good looking girls and hoping to get laid (sometimes I'd get lucky and get some decent looking girl to share a joint with me and we'd screw in the backseat afterwords, I also remember many of the songs in this move(when they were new)......this movie serves as a perfect time capsule for that era in those regards (brought back lots of memories)<br /><br />the one thing that is depicted in this movie that I honestly can not remember is ....I never remember a time when full sized vans were as popular as this film depicts them as being. I remember that era very well, and I don't young men going around wishing they had a van. Instead I remember young men in the 70's (self included) wanting a Pontiac Trans Am, Chevy Camaro or a hot rod Ford Mustang, but never a van. This movie makes it appear as if vans were most popular item going and that every young man wanted one(which just wasn't true of that era)",negative
"How many more of those fake ""slice of life"" movies need to be made? Hopefully not too many.<br /><br />Raising Victor Vargas is a very self-conscious attempt by the director Peter Solett at garnering the attention of Hollywood. Nothing wrong with that in general. What is wrong with this film in particular is that it ignores the audience and piles on every cliché in the book of supposedly ""edgy"" Hollywood independent production.<br /><br />It's supposed to be ""real"" so left shake the camera ""documentary style"", except no documentarian would shake the camera on purpose...<br /><br />It's ""edgy"" so let's not waste any time lighting the film.<br /><br />It's ""hip"", so let's have the children use swear words like Al Pacino in Scarface...<br /><br />And so on, and so forth. All that you are left with is a very self-conscious attempt at impressing Hollywood that won't impress anyone outside of the ""rarefied"" indie crowd that seems to still heap acclaim on every bad film.",negative
"I have no idea why they made this version of ""Persuasion"" when they already had that fine mini-series with Amanda Root and Ciaran Hinds. I suppose that they wanted to make a feature-length version, but of course a lot had to be deleted; alas, what ended up on the cutting-room floor was all the lovely wit and humour, leaving a film that was mere melodrama rather than an amusing exposition of English country manners and mores.<br /><br />Also, the characters were shallow and uninteresting. They had poor Anne chasing up and down the streets after Captain Wentworth like a silly modern adolescent (and if you happen to be a silly modern adolescent reading this, let me tell you: running after a male like a female in heat is NOT cool). That is something a well-bred woman of the Napoleonic era would never have done, and certainly not this level-headed heroine.<br /><br />Some have said they found this antic laughable; my reaction was not laughter, but outrage. The very idea of such a corruption of an Austen work is beneath contempt.<br /><br />It was ghastly.",negative
"After Watergate, Vietnam and the dark days of the Nixon and Jimmy Carter eras, what the world needed was a good old-fashioned chapter-play hero taking on venomous serpents and evildoers in the America of 1936 or the jungles of South America in a series of fantastic cliffhanging adventures. Unfortunately what it got in 1975 was Doc Savage, The Man of Bronze. Perhaps the best that can be said of legendary producer George Pal's final film is that his often beautifully designed but sadly flat adaptation of Kenneth Robeson's pulp-paperback novels probably had George Lucas and Phil Kaufman leaving the theatre and saying to each other ""We can do better than that,"" and adding a bullwhip, a battered Fedora and some much needed character flaws to the mix.<br /><br />A big part of the problem is that Doc Savage is in many ways even harder to write for than Superman  explorer, adventurer, philanthropist, a scientific and intellectual genius in the bronzed bleach-blonde bulletproof muscle-bound body of a Greek God (or rather the form of TV's Tarzan, Ron Ely, a rather dull Charlton Heston clone here), there's simply nothing he can't do and, more damagingly, nothing that can harm him. The man is the virtual incarnation of Hitler's Aryan ubermensch (no surprise that the DVD is only available in Germany!), albeit with all-American values. And just in case there should ever be anything he's overlooked (not that there ever is) he has not one but five sidekicks in his entourage, the (less than) Fabulous Five. A chemist, an electrician and even an archaeologist I can accept, and at a stretch I could possibly even go as far as to see the possible need for a construction engineer, but what kind of hero takes a criminal lawyer with him on his adventures? In reality Doc's brain trust were probably added because with the hero so tiresomely invulnerable and practically perfect in every way  even Kryptonite wouldn't put a dent in him - there needed to be someone at risk in the stories, though with the exception of Paul Gleason they're all so horribly badly cast and overplayed (as are most parts in the film) you'd happily kill them all off during the opening titles. The villains fare no better, with Paul Wexler exuding all the menace of a geography teacher as Captain Seas, Scott Walker (no, a different one) delivering one of cinema's worst accents (is it meant to be Scottish, Irish, Welsh, Greek, Pakistani or some nationality no-one has ever heard of?) while Robyn Hilton's Marilyn Monroe-ish dumb blonde moll gives Paris (no relation) a run for her money in the untalented bimbo stakes.<br /><br />Even with those drawbacks, this should have been much better than it is considering the various ingredients  lost tribes, a pool of gold, a dogfight with a biplane and a deadly poison that comes alive, all wrapped up in a quest to discover why Doc's father was murdered. Unfortunately it's a question of tone: in the 60s and 70s pulp superheroes weren't brooding figures prone to state-of-the-art action scenes and special effects but were treated as somewhat comical figures of low-budget camp fun with action scenes quickly knocked off on the cheap almost as an afterthought, the films aimed purely at the matinée market: you know, for kids. There have long been rumours that the original cut was more straight-faced  and certainly much of the camp value has been added in post-production, be it the Colgate twinkle in Doc's eye, the comical captions identifying various fighting styles in the final dust-up with Captain Seas or Don Black's gung-ho lyrics to John Philip Sousa's patriotic marches  but plenty was in the film to begin with. After all, it's hard to see how one of the villain's underlings making phone calls from a giant rocking crib was ever intended as anything other than a joke that falls flat, while Doc's explanation to Pamela Hensley of why he never dates girls could be a scene written for Adam West's Batman. Instead, the funniest moments are usually purely unintentional, such as Doc displaying his sixth sense by, er, bobbing his Adam's apple.<br /><br />Perhaps an even bigger problem is that, while promising on paper, the action is handled in an almost relentlessly mundane fashion, be it chasing a native assassin on the rooftops of New York skyscrapers or escaping from a yacht full of bad guys. Even the winning notion of animated glowing green snakes swirling through the air as they poison their victims fails to raise any enthusiasm from director Michael Anderson: having demonstrated their own invulnerability a couple of scenes earlier, Doc manages to dispatch them with no more than a chair and an electric fan by simply pulling the curtains on them.<br /><br />Still, aside from Doc's various vehicles all stamped with his logo and looking more moulded plastic than bronze, the production design is often rather handsome even if it is very obviously L.A. standing in for New York while Fred Koenekamp's cinematography ensures the film often looks good despite the low budget. And it's good to see a superhero movie that doesn't spend most of its running time on an origin story, though one is left with the suspicion that Doc sprang fully formed from the loins of Zeus himself.<br /><br />It's a film I'd really like to like more, but it just feels like 100 minutes of lost opportunities. No wonder Doc Savage, The Arch Enemy of Evil, the sequel so optimistically promised in the end credits, never happened.",negative
"I wanted to read the other comments before leaving my review and the majority definately rules: This movie is aweful! From the acting to the non-realistic animation to the countless errors. I was actually hoping that the flaps would have been extended by a stretch of the imagination (can't extend flaps without engines). The landing gear cannot be lowered unless you have electricity. That tiny little fan that was going was not sufficient by any stretch to lower the landing gear. The one thing I thought was quite peculiar is when they landed, the back wheels touched down and then the nose one broke off, thus suspending the plane with both back tires in the air. How did the captain apply left and right brakes to tires that weren't touching the ground? Did they forget the spoilers? Word to the director: Find out *all* you can about planes before attempting a ""plane"" movie. Sorry for the technical rant, but I give this movie 1/10.",negative
"First of all, I really can't understand how some people ""enjoyed"" this movie. It's the worst thing I have ever seen. Even the actors seem to be bored...and I think that says it all!<br /><br />However, I have to give my applause to the opening credits creators - that team seems to have a really good future. That's why I recommend the big studios to watch ONLY the opening credits, and one or two special effects sequences (if they're watched outside this movie, it almost looks like a good movie).<br /><br />Better luck (or judgment) next time for the producers of this, this... this ""thing!"".",negative
"This is truly abysmal. I just got a copy of ""Disco Beaver From Outer Space"" after hearing good things about it, and I have to say, this was just so incredibly unfunny and bad, it will leave you numb and mystified how this ever got made.<br /><br />I mean, what was it? Is it that this is typical late 70's humor? I don't think so. This is just so bad, and believe me, I don't mean ""so bad it's good"" either. This is a collection of extremely unfunny skits as if you are watching cable TV. Sure enough, this was an HBO program, and to think this may have been considered groundbreaking is scary.<br /><br />There is one somewhat pretty girl in it, and there is some old NHL footage of the NY Islanders hockey team, which is fun to see even though I am a lifelong NY Rangers fan. But they even mess that up, as they try to get some humor out of two hockey players scuffling on the ice as if they are ""dancing"" and, even worse, reverse the videotape of two hockey players fighting to make it look like they are having sex. Oh, how funny! In one slight bit of cleverness, there is an interview a hockey player named ""Chico"" who resembles NY Islander goalie Chico Resch, but they even blow this by having him wear a Rangers jersey! Well, maybe that was intentional, who knows.<br /><br />The bottom line is, ""Disco Beaver"" is just so blatantly horrible, so unbelievably bad, you will definitely feel cheated after watching this and wasting almost an hour of your life. You'll wonder what possibly made the makers of this garbage think they had something funny here, and you'll also wonder why these skits can't even come close to the worst Saturday Night Night slop. Incredible. Just incredible.",negative
"For those of you who have never heard of the movie until now (of which, I presume there are many lucky people who haven't), I'll summarise it for you. Ryan Gosling plays the titular character of Leland, who also serves as the film's narrator (a la Kevin Spacey in American Beauty, but without the intelligent observations on life). Leland goes to jail for stabbing a retarded kid to death, and the movie attempts to figure out why he did it. He seems to be a nice boy (if not mentally absent), and is portrayed by Gosling with a complete lack of violence, anger, or agenda (and if you're waiting for him to reveal his sinister side later in the movie, don't waste your time-- it's not that kind of movie). Once in juvenile prison, Leland goes to classes taught by Pearl Madison, ably portrayed by Don Cheadle (who is incapable of anything but quality, even when in bad movies). Pearl attempts to unlock the mystery of Leland in an attempt to figure out how such a kid could do such a thing, and so he could write a book about it later (along with being a juvenile prison teacher, Pearl is also an aspiring author).<br /><br />The relationship between Leland and Pearl is the driving narrative behind the film, as their talks unveil Leland's past to the audience. However, to call it the central focus would imply that this meandering film had one. It does not. The United States of Leland boasts an impressive cast, which seems to be to the detriment of the film. It seems as though writer/director Matthew Ryan Hodge (don't worry that you haven't heard of him, he's never done anything) had to give EVERY character a personal story arc and personality flaw in order to get the actors to play them. Most of these traits and stories are clichéd, and most go underdeveloped and unresolved.<br /><br />I'll try and break them down here: Martin Donovan and Ann Magnuson are the parents of the slain retarded boy (I love how the movie kept calling the kid ""retarded"", never ""mentally disabled"". That part made me laugh inside), they apparently have a cold relationship, because all suburban marriages in contemporary cinema must be cold. Their other two kids are Michelle Williams, who is apparently an aspiring actress about to attend college, and Jena Malone, who plays the same troubled teen-archetype she always plays, this time with a heroine addiction. Malone was also the girlfriend of Leland, which gives him his link to his victim. Williams' boyfriend, who was orphaned and came to live with the family, and is a baseball player looking to go to the same college as his girlfriend, is played by Chris Klein. He ends up doing more with his character than any of the other bit players, managing to steal the movie at times. Lena Olin is Leland's mother, who seems to be perpetually sad for some reason. Kevin Spacey (also the executive producer) is Leland's cold and absentee father, who is a famed novelist. Eventually, Sherilyn Fenn will show up to put a wrinkle in Leland's story-- if you even care at that point. Oh yeah, and there's a drug-dealing ex-boyfriend, a couple of fellow juvees, and a co-worker of Pearl's with whom he has an affair on his long distance girlfriend with (played by Kerry Washington).<br /><br />Sorry if all that synopsis and character breakdown took so long. If it seemed meaningless and boring, then you've just experienced a bit of what I did during the 108 minutes I spent watching the movie. But the unruly supporting cast of over-wrought clichés is the least of this film's crimes. The biggest one is that the whole exercise is entirely pointless. We aren't given a fascinating look into a troubled mind, we aren't given an effective explanation, we aren't given much of anything. Given that it sucked so much, I'm gonna go ahead and spoil the ending for you so that you never have to see it: Leland stabbed the retard because all Leland could see in the world was sadness, and wanted to spare Corky (or whatever the victim's name was) the sadness in his eyes. It's like the worst emo band in the world made an album, and titled it ""The World Is Sad, So I Killed A Retard"". Oh, and Leland dies in the end, in a sequence so reliant of unbelievable coincidences that it would have ruined the movie, if the movie didn't already suck. Of course he dies in the end, because that made the movie so deep.<br /><br />I'm giving the movie 2 stars, because the actors themselves all did a pretty good job with the junk they were given. The scenes with Cheadle and Gosling together were even interesting on some levels. But, to paraphrase the film itself, you have to believe that movies are more than the sum of their parts, kiddo.",negative
"Wow. The storyline to this was just incredibly stupid. I realize that this movie was supposed to be of a comedic genre. But still, even nonsense is supposed to make at least some vague sort of sense.<br /><br />Water has become incredibly rare substance?<br /><br />Well, that's strange, considering that hydrogenated oxygen (or oxidized hydrogen) is one of the most plentiful substances there is in the universe. And pretty easy to make. Glomp together hydrogen and oxygen atoms, and voilà, water.<br /><br />Instead of water, the rarity of dilithium crystals or some such thingamajig should have been used as a plot device as something the pirates would go after. Water as a plot device was just dumb, dumb, dumb.<br /><br />The ""comedy"" seemed labored and contrived and forced. The comedy in the TV series ""Red Dwarf"" was labored and contrived and forced, but, it was actually amusing. Here instead, i felt like saying, ""Ha ha, that was just so funny, i forgot to laugh...""<br /><br />Sigh... all that money put into sets, costumes, actors... what a waste...<br /><br />Rather than just whimper and whine and complain at it's lameness, my recommendations to make it better: 1) Use a believable plot device. 2) Get rid of the ""comedy"". None of the actors were really any good at it. The movie would work better as a ""serious"" action adventure.<br /><br />The obvious intention of the writers was to do a spoofy comedy, but they didn't quite pull it off. It's not likely i'll ever watch this again. It's too much a total hack job.",negative
"1st watched 2/2/2003 - 4 out of 10(Dir-Jim Kammerud & Brian Smith): Drab and un-spectacular supposed sequel to the original classic animated `101 Dalmatians.' Yes, the movie continues where it ended in the first one, but the problem is that it plays out much like the original. One of the great things about the original was the pacing of the story, which this one doesn't have. The animation is also very un-spectacular for Disney and all we get is the same characters going thru the same kind of story all over again. When is Disney going to stop boring us with sequels and re-do's etc.. etc. Probably when we stop renting or buying this mediocre fare that they have put out.",negative
"Although I do not recommend this film, neither do I recommend reading this review without first seeing the movie. Though I have not given away the ending, or most of the plot twists, this movie would be best viewed without any prior information. It's hard to pinpoint the chief problem with the film Donnie Darko, as there are many to deal with. Richard Kelly, in his first feature film, seems to have collected enough scenes of adolescent rage, late-night stoner diatribes, self-righteous justifications and inoffensive, banal philosophy to inspire twenty teen-angst dramas; then mashed them into a single two hour package with a sci-fi twist. The result is deeply distressing-- for all the wrong reasons. The film attempts to lead the audience down convoluted paths without any sense of symbolism or meaning, to make them sympathize with one-dimensional characters, and above all hopes that they will ignore the underdeveloped plot, full of unreconciled loose ends, by hiding it under a veneer of CGI effects and neo-surrealism. The main character, Donnie Darko, is a young man, committed to therapy, misunderstood by his friends, and rendered hostile and disaffected by his suburban life. We are meant to feel that he is more intelligent than his schoolmates, although sometimes that is a difficult assumption to make. For example, when one of his friends comes up with an absurd theory about the Smurfs, and Donnie counters with a theory of his own, his friend complains about Donnie acting ""all smart."" Donnie's speech, however, is no smarter than that of his friend-- just angrier. The only clear evidence of his intelligence is his principal's description of his standardized test scores as `intimidating;' but given the director's slant against simple categorization of human elements (as shown in the FEAR-LOVE sequence), this is a poor substitute for character development. Donnie takes prescribed drugs to combat mental problems, which are not addressed directly in this film. In fact, the entire issue of the drugs is understated, and one of the first chances the director has to redeem the film is lost. The ambiguity of Donnie's strange destiny, the possibility that all of this may be a product of his imagination, is pushed into the background, making the film 100 percent science fiction. This would not be a bad thing in itself, except that the ""science"" behind the ""fiction"" is very shaky. The explanations of time travel are weak, at best sounding like detached, uninformed rambling. We get the idea that the film's writer once read a book about time travel or a few chapters, and can't quite remember how it worked, but was sure that it was really interesting and wanted to work it into the film. The scientific portion, as a result, depends more heavily on expensive computer animations than actual development of the theories involved (at one point, a teacher discussing time travel states that if he continues to speak on the subject, he'd be fired. Apparently no further explanation is needed). Donnie's dealings with a visitor from the future lead him to commit several vicious actions. The justification for these actions is a tricky business. He damages his school, but it's okay, because his school doesn't treat him like a person. His punishment of a creepy self-esteem advocate (somewhat similar to Tom Cruise's character in Magnolia) results in the man's public humiliation. But should the audience believe that Donnie is some sort of avenging angel, striking out against ignorance and debauchery? He himself seems ignorant of the effects of these actions until after the fact. Aside from these flaws, the film is riddled with flat, uninteresting generalizations of humanity. The story is set in 1988, just before the Bush/Dukakis election, and the director touches on this point during the film. The focus, however, extends exactly this far: Donnie's gruff, blue collar father is voting for Bush, while his free-spirited, rebellious daughter plans to vote for Dukakis. There is nothing even remotely resembling a political statement here; simply a statement of the obvious. The former are not necessary to make a good film, but the latter should be left out. Likewise, Donnie's heartfelt speech about not being able to lump all human emotions into the bland categories of ""fear and ""love;"" this doesn't ask the audience to make any great leaps of understanding. Everybody knows that there are more that two human emotions, and particular emphasis on this fact is worthless. Mr. Kelly gives homage to several symbols of 80's pop culture in his film: E.T., Stephen King, the Smurfs, Back to the Future. At it's heart, this film feels like the director's homage to himself, a collection of his own experiences, interests, personal heroes and adversaries, affirmations and disenchantments, roughly stitched together by untrained hands. Entire songs are played in music video format to the characters actions, seemingly because the director likes the songs. Characters who have little to no bearing on the plot (including the archetypal bully, fat girl, and right-wing idiot teacher) are given unnecessary focus, because the director really wanted to pack them in somehow. The awkward mess that is Donnie Darko leaves us wondering if Mr. Kelly has enough ideas left in his head to make another film, or if he has wasted all his creativity in one pointless, cluttered, meandering effort.<br /><br />My rating: 1/10.",negative
"Greetings again from the darkness. What ever happened to the great Barry Levinson? He directed two of my all-time favorites in ""Avalon"" and ""Diner"". He had some fine movies as well (""Rainman""), but always provided something of interest ... until now. I believe the worst thing you can ever say about a comedy is that it is boring. ""Envy"" is the definition of boring. Never of big fan of pure slap stick (""Dumb and Dumber""), I was just stunned at how god-awful this movie is. There are maybe 2 chuckles in the whole thing - if you can pay attention that long. The best part of the film is the running gag of the title song by a Redbone sound-alike. If the film had been written as well as the song, it would have been tolerable. Rachel Weisz is a wonderful actress and I realize they all want to do comedy (even Julianne Moore), but the real world exposes one weaknesses. SNL cast member Amy Poehler is her usual over the top in her role as trailer park trash turned princess. The disaster of the film is Jack Black and Ben Stiller. The first work commute together flashes some promise, but after that their chemistry disappears due to the poor script. This script is like most of Jack Black's character's ideas - not a bad thought, but no hope for success.",negative
"The first half hour or so of this movie I liked. The obvious budding romance between Ingrid Bergman and Mel Ferrer was cute to watch and I wanted to see the inevitable happen between them. However, once the action switched to the home of Ingrid's fiancé, it all completely fell apart. Instead of romance and charm, we see some excruciatingly dopey parallel characters emerge who ruin the film. The fiancé's boorish son and the military attaché's vying for the maid's attention looked stupid--sort of like a subplot from an old Love Boat episode. How the charm and elegance of the first portion of the film can give way to dopiness is beyond me. This film is an obvious attempt by Renoir to recapture the success he had with THE RULES OF THE GAME, as the movie is very similar once the action switches to the country estate (just as in the other film). I was not a huge fan of THE RULES OF THE GAME, but ELENA AND HER MEN had me appreciating the artistry and nuances of the original film.",negative
"This is a great movie for first time ninjas who are dating. If you're trying to impress some cute little ninjette I would highly recommend playing this masterpiece. Its one of those special movies that allows you to miss large sections of it without interfering with the plot.<br /><br />Also I was wondering, where does a Teal ninja hide? Are ninjas color coded like this? Is this normal? If I were attacked by one of these yellow or orange ninjas I would die of laughter before succumbing to his sword.<br /><br />And I finished my black star ninja test the other day, it was multiple choice, It went pretty good. I found there were a lot of questions on how to ""sneak"" around and look evil. Its all about the eyebrows and the attitude. <br /><br />Basically, the movie could have been better if: 1. There was no color coded ninjas (or the color coded ninjas could combine into a super ninja). 2. Joe died in the first two minutes and Patricia had to avenge him 3. Miscellaneous monkeys were scattered throughout the file 4. Patricia didn't talk and Patricia was replaced with another character 6. The French guy was also a black star ninja 7. Chris Tucker, Whoopi Golderg, and Chris Rock were added as ""comic"" relief 8. Ninja strengths came from miticlorians.",negative
"I can't believe how anyone can make a comedy about an issue such as homelessness. Of course, Brooks has not made a comedy about _real_ homeless people. No mention of drugs, prostitution or violence on these streets. The people we meet in this movie are homeless in Fantasy land so the only difference between them and us is that they don't eat quite as often. Brooks' movies have become worse and worse over the years. This is just another nail in the coffin .",negative
"I was disappointed with the third film in the ""Death Wish"" series and wouldn't recommend this unless you are really into Bronson. He is his usual self in this one, maybe a bit lighter hearted than in the others; the rest of the cast is good if your watching a movie of the week on T.V. - the whole film has the production value of a bad episode of the A-Team and I like the escapism fun of a show like the A-Team but not on the big screen, even if it is an action movie that doesn't claim to be anything to sophisticated. The film takes a while to get going and then when it finally does, it gets out of control to the point of ridiculousness. The plot is something out of an episode of ""Highway to Heaven"" and Bronson seems like a fish out of water with the majority senior citizen cast and the gun play is so out of control you don't even get any satisfaction from Bronson's revenge against the bad guys. Skip this and go on to the 4th installment which I highly recommend.",negative
"Exceptionally horrible tale that I can barely put into words. The best part of the movie was when one of the murder victims turns up at the end, alive and well, only to be massacred again. There is the chance that I missed some crucial plot elements since I may have been in a slight coma during the time this baby was on. The box that the movie comes in shows scenes that are never even in the film. I was lured in by the crude images of bondage torture and promises of a 'Euro-trash, sexy horror flick.' I get the feeling this was the budget version and about one quarter of the film was left out. All the good stuff more than likely. I got the PG-13 addition that made about as much sense as the end to the new 'Planet of the Apes' movie. Watch this one with a friend and a bottle of the hard stuff. You'll need it.",negative
